n,marathon,year,gender,subgroup,avg_chip_seconds,high_temp,low_temp,avg_temp,precipitation,dew_point,wind_speed,visibility,sea_level_pressure,aqi,main_pollutant,co,ozone,pm10,pm25,no2
5043,NYC,2008,male,slow,19905.094586555628,51,38,44.29,0,25.54,15,10,30.39,52,PM2.5,9,31,10,52,37
3040,NYC,2009,female,elite,13270.686513157902,58,50,53.54,0,39.46,9,10,30.03,42,PM2.5,10,27,NA,42,30
3040,NYC,2009,female,competitive,15183.299013157892,58,50,53.54,0,39.46,9,10,30.03,42,PM2.5,10,27,NA,42,30
3040,NYC,2009,female,average,16521.351644736842,58,50,53.54,0,39.46,9,10,30.03,42,PM2.5,10,27,NA,42,30
3040,NYC,2009,female,recreational,18057.420394736844,58,50,53.54,0,39.46,9,10,30.03,42,PM2.5,10,27,NA,42,30
3040,NYC,2009,female,slow,21621.234539473688,58,50,53.54,0,39.46,9,10,30.03,42,PM2.5,10,27,NA,42,30
5669,NYC,2009,male,elite,11764.258775798204,58,50,53.54,0,39.46,9,10,30.03,42,PM2.5,10,27,NA,42,30
5669,NYC,2009,male,competitive,13659.992944081847,58,50,53.54,0,39.46,9,10,30.03,42,PM2.5,10,27,NA,42,30
5669,NYC,2009,male,average,14937.315046745458,58,50,53.54,0,39.46,9,10,30.03,42,PM2.5,10,27,NA,42,30
5669,NYC,2009,male,recreational,16519.56323866643,58,50,53.54,0,39.46,9,10,30.03,42,PM2.5,10,27,NA,42,30
5668,NYC,2009,male,slow,19791.83239237827,58,50,53.54,0,39.46,9,10,30.03,42,PM2.5,10,27,NA,42,30
3225,NYC,2010,female,elite,13332.860465116282,50,36,43.17,0,25.58,14,10,30.13,44,PM2.5,7,31,NA,44,23
3225,NYC,2010,female,competitive,15265.984806201554,50,36,43.17,0,25.58,14,10,30.13,44,PM2.5,7,31,NA,44,23
3225,NYC,2010,female,average,16655.00341085271,50,36,43.17,0,25.58,14,10,30.13,44,PM2.5,7,31,NA,44,23
3225,NYC,2010,female,recreational,18316.298294573644,50,36,43.17,0,25.58,14,10,30.13,44,PM2.5,7,31,NA,44,23
3224,NYC,2010,female,slow,21884.20998759305,50,36,43.17,0,25.58,14,10,30.13,44,PM2.5,7,31,NA,44,23
5771,NYC,2010,male,elite,11872.174493155428,50,36,43.17,0,25.58,14,10,30.13,44,PM2.5,7,31,NA,44,23
5770,NYC,2010,male,competitive,13766.73327556326,50,36,43.17,0,25.58,14,10,30.13,44,PM2.5,7,31,NA,44,23
5770,NYC,2010,male,average,15084.952512998265,50,36,43.17,0,25.58,14,10,30.13,44,PM2.5,7,31,NA,44,23
5770,NYC,2010,male,recreational,16689.91923743501,50,36,43.17,0,25.58,14,10,30.13,44,PM2.5,7,31,NA,44,23
5770,NYC,2010,male,slow,20135.083535528574,50,36,43.17,0,25.58,14,10,30.13,44,PM2.5,7,31,NA,44,23
3452,NYC,2011,female,elite,13232.187137891082,54,38,46.58,0,30.58,8,10,30.37,63,PM2.5,32,32,NA,63,49
3452,NYC,2011,female,competitive,15261.548667439161,54,38,46.58,0,30.58,8,10,30.37,63,PM2.5,32,32,NA,63,49
3452,NYC,2011,female,average,16719.505214368477,54,38,46.58,0,30.58,8,10,30.37,63,PM2.5,32,32,NA,63,49
3452,NYC,2011,female,recreational,18363.8983198146,54,38,46.58,0,30.58,8,10,30.37,63,PM2.5,32,32,NA,63,49
3452,NYC,2011,female,slow,21799.27607184241,54,38,46.58,0,30.58,8,10,30.37,63,PM2.5,32,32,NA,63,49
5996,NYC,2011,male,elite,11766.817044696456,54,38,46.58,0,30.58,8,10,30.37,63,PM2.5,32,32,NA,63,49
5996,NYC,2011,male,competitive,13787.32721814543,54,38,46.58,0,30.58,8,10,30.37,63,PM2.5,32,32,NA,63,49
5996,NYC,2011,male,average,15180.49299533021,54,38,46.58,0,30.58,8,10,30.37,63,PM2.5,32,32,NA,63,49
5995,NYC,2011,male,recreational,16830.4670558799,54,38,46.58,0,30.58,8,10,30.37,63,PM2.5,32,32,NA,63,49
5995,NYC,2011,male,slow,20141.67989991661,54,38,46.58,0,30.58,8,10,30.37,63,PM2.5,32,32,NA,63,49
3910,NYC,2013,female,elite,13484.38670076726,55,37,46.63,0,28.79,13,10,30.25,38,PM2.5,6,31,NA,38,17
3909,NYC,2013,female,competitive,15320.519058582759,55,37,46.63,0,28.79,13,10,30.25,38,PM2.5,6,31,NA,38,17
3909,NYC,2013,female,average,16690.021233051935,55,37,46.63,0,28.79,13,10,30.25,38,PM2.5,6,31,NA,38,17
3909,NYC,2013,female,recreational,18288.775645945258,55,37,46.63,0,28.79,13,10,30.25,38,PM2.5,6,31,NA,38,17
3909,NYC,2013,female,slow,21760.34075211053,55,37,46.63,0,28.79,13,10,30.25,38,PM2.5,6,31,NA,38,17
6118,NYC,2013,male,elite,12018.070120954564,55,37,46.63,0,28.79,13,10,30.25,38,PM2.5,6,31,NA,38,17
6118,NYC,2013,male,competitive,13817.98790454397,55,37,46.63,0,28.79,13,10,30.25,38,PM2.5,6,31,NA,38,17
6118,NYC,2013,male,average,15082.27361882969,55,37,46.63,0,28.79,13,10,30.25,38,PM2.5,6,31,NA,38,17
6118,NYC,2013,male,recreational,16678.80876103301,55,37,46.63,0,28.79,13,10,30.25,38,PM2.5,6,31,NA,38,17
6117,NYC,2013,male,slow,20075.531306195848,55,37,46.63,0,28.79,13,10,30.25,38,PM2.5,6,31,NA,38,17
4081,NYC,2014,female,elite,13610.731928448911,47,41,43.73,0.29,25.27,16,10,29.9,35,Ozone,5,35,NA,26,11
4081,NYC,2014,female,competitive,15569.073756432246,47,41,43.73,0.29,25.27,16,10,29.9,35,Ozone,5,35,NA,26,11
4081,NYC,2014,female,average,17001.74761087969,47,41,43.73,0.29,25.27,16,10,29.9,35,Ozone,5,35,NA,26,11
4080,NYC,2014,female,recreational,18725.803921568626,47,41,43.73,0.29,25.27,16,10,29.9,35,Ozone,5,35,NA,26,11
4080,NYC,2014,female,slow,22303.21642156862,47,41,43.73,0.29,25.27,16,10,29.9,35,Ozone,5,35,NA,26,11
5999,NYC,2014,male,elite,12126.724620770125,47,41,43.73,0.29,25.27,16,10,29.9,35,Ozone,5,35,NA,26,11
5998,NYC,2014,male,competitive,14017.641880626874,47,41,43.73,0.29,25.27,16,10,29.9,35,Ozone,5,35,NA,26,11
5998,NYC,2014,male,average,15399.779093031008,47,41,43.73,0.29,25.27,16,10,29.9,35,Ozone,5,35,NA,26,11
5998,NYC,2014,male,recreational,17068.573191063693,47,41,43.73,0.29,25.27,16,10,29.9,35,Ozone,5,35,NA,26,11
5998,NYC,2014,male,slow,20563.30676892298,47,41,43.73,0.29,25.27,16,10,29.9,35,Ozone,5,35,NA,26,11
4135,NYC,2015,female,elite,13679.935187424433,64,54,59.16,0,46.52,8,10,29.9,57,PM2.5,9,31,NA,57,28
4134,NYC,2015,female,competitive,15767.578858248673,64,54,59.16,0,46.52,8,10,29.9,57,PM2.5,9,31,NA,57,28
4134,NYC,2015,female,average,17254.34639574263,64,54,59.16,0,46.52,8,10,29.9,57,PM2.5,9,31,NA,57,28
4134,NYC,2015,female,recreational,18971.426463473632,64,54,59.16,0,46.52,8,10,29.9,57,PM2.5,9,31,NA,57,28
4134,NYC,2015,female,slow,22434.41025641026,64,54,59.16,0,46.52,8,10,29.9,57,PM2.5,9,31,NA,57,28
5758,NYC,2015,male,elite,12128.091003820775,64,54,59.16,0,46.52,8,10,29.9,57,PM2.5,9,31,NA,57,28
5758,NYC,2015,male,competitive,14233.630774574503,64,54,59.16,0,46.52,8,10,29.9,57,PM2.5,9,31,NA,57,28
5758,NYC,2015,male,average,15746.637547759643,64,54,59.16,0,46.52,8,10,29.9,57,PM2.5,9,31,NA,57,28
5758,NYC,2015,male,recreational,17423.481243487324,64,54,59.16,0,46.52,8,10,29.9,57,PM2.5,9,31,NA,57,28
5758,NYC,2015,male,slow,20877.915769364376,64,54,59.16,0,46.52,8,10,29.9,57,PM2.5,9,31,NA,57,28
4288,NYC,2016,female,elite,13643.716884328363,57,45,52.6,0,34.4,14,10,30.26,43,PM2.5,7,33,NA,43,23
4288,NYC,2016,female,competitive,15712.73204291045,57,45,52.6,0,34.4,14,10,30.26,43,PM2.5,7,33,NA,43,23
4287,NYC,2016,female,average,17223.665500349896,57,45,52.6,0,34.4,14,10,30.26,43,PM2.5,7,33,NA,43,23
4287,NYC,2016,female,recreational,18931.318404478654,57,45,52.6,0,34.4,14,10,30.26,43,PM2.5,7,33,NA,43,23
4287,NYC,2016,female,slow,22486.689293212046,57,45,52.6,0,34.4,14,10,30.26,43,PM2.5,7,33,NA,43,23
5967,NYC,2016,male,elite,12055.873805932624,57,45,52.6,0,34.4,14,10,30.26,43,PM2.5,7,33,NA,43,23
5967,NYC,2016,male,competitive,14153.849170437408,57,45,52.6,0,34.4,14,10,30.26,43,PM2.5,7,33,NA,43,23
5967,NYC,2016,male,average,15633.635662812136,57,45,52.6,0,34.4,14,10,30.26,43,PM2.5,7,33,NA,43,23
5967,NYC,2016,male,recreational,17317.70571476454,57,45,52.6,0,34.4,14,10,30.26,43,PM2.5,7,33,NA,43,23
5966,NYC,2016,male,slow,20746.78695943679,57,45,52.6,0,34.4,14,10,30.26,43,PM2.5,7,33,NA,43,23
4211,NYC,2017,female,elite,13544.848729517935,61,51,56.88,0.01,53.57,9,10,30.19,52,PM2.5,8,28,NA,52,27
4211,NYC,2017,female,competitive,15639.419377819993,61,51,56.88,0.01,53.57,9,10,30.19,52,PM2.5,8,28,NA,52,27
4211,NYC,2017,female,average,17170.09118974115,61,51,56.88,0.01,53.57,9,10,30.19,52,PM2.5,8,28,NA,52,27
4211,NYC,2017,female,recreational,18951.83638090715,61,51,56.88,0.01,53.57,9,10,30.19,52,PM2.5,8,28,NA,52,27
4211,NYC,2017,female,slow,22682.191640940364,61,51,56.88,0.01,53.57,9,10,30.19,52,PM2.5,8,28,NA,52,27
5918,NYC,2017,male,elite,11914.664751605278,61,51,56.88,0.01,53.57,9,10,30.19,52,PM2.5,8,28,NA,52,27
5917,NYC,2017,male,competitive,14015.247084671288,61,51,56.88,0.01,53.57,9,10,30.19,52,PM2.5,8,28,NA,52,27
5917,NYC,2017,male,average,15529.01757647456,61,51,56.88,0.01,53.57,9,10,30.19,52,PM2.5,8,28,NA,52,27
5917,NYC,2017,male,recreational,17288.203650498566,61,51,56.88,0.01,53.57,9,10,30.19,52,PM2.5,8,28,NA,52,27
5917,NYC,2017,male,slow,20905.344262295097,61,51,56.88,0.01,53.57,9,10,30.19,52,PM2.5,8,28,NA,52,27
4425,NYC,2018,female,elite,13463.862146892665,56,47,50.44,0,32.44,14,10,30.52,49,PM2.5,8,30,9,49,36
4425,NYC,2018,female,competitive,15631.383728813558,56,47,50.44,0,32.44,14,10,30.52,49,PM2.5,8,30,9,49,36
4425,NYC,2018,female,average,17209.58033898305,56,47,50.44,0,32.44,14,10,30.52,49,PM2.5,8,30,9,49,36
4424,NYC,2018,female,recreational,19093.651898734173,56,47,50.44,0,32.44,14,10,30.52,49,PM2.5,8,30,9,49,36
4424,NYC,2018,female,slow,22820.23553345386,56,47,50.44,0,32.44,14,10,30.52,49,PM2.5,8,30,9,49,36
6117,NYC,2018,male,elite,11827.057217590316,56,47,50.44,0,32.44,14,10,30.52,49,PM2.5,8,30,9,49,36
6116,NYC,2018,male,competitive,14021.22743623283,56,47,50.44,0,32.44,14,10,30.52,49,PM2.5,8,30,9,49,36
6116,NYC,2018,male,average,15654.021582733814,56,47,50.44,0,32.44,14,10,30.52,49,PM2.5,8,30,9,49,36
6116,NYC,2018,male,recreational,17459.013734466967,56,47,50.44,0,32.44,14,10,30.52,49,PM2.5,8,30,9,49,36
6116,NYC,2018,male,slow,21174.387998691946,56,47,50.44,0,32.44,14,10,30.52,49,PM2.5,8,30,9,49,36
4544,NYC,2019,female,elite,13290.119498239446,52,43,47.36,0,28.76,8,10,30.13,52,PM2.5,7,31,NA,52,32
4544,NYC,2019,female,competitive,15481.364876760563,52,43,47.36,0,28.76,8,10,30.13,52,PM2.5,7,31,NA,52,32
4544,NYC,2019,female,average,17083.005501760563,52,43,47.36,0,28.76,8,10,30.13,52,PM2.5,7,31,NA,52,32
4544,NYC,2019,female,recreational,18988.23261443662,52,43,47.36,0,28.76,8,10,30.13,52,PM2.5,7,31,NA,52,32
4544,NYC,2019,female,slow,22895.117297535202,52,43,47.36,0,28.76,8,10,30.13,52,PM2.5,7,31,NA,52,32
6160,NYC,2019,male,elite,11612.277922077923,52,43,47.36,0,28.76,8,10,30.13,52,PM2.5,7,31,NA,52,32
6160,NYC,2019,male,competitive,13835.756818181819,52,43,47.36,0,28.76,8,10,30.13,52,PM2.5,7,31,NA,52,32
6160,NYC,2019,male,average,15419.198863636362,52,43,47.36,0,28.76,8,10,30.13,52,PM2.5,7,31,NA,52,32
6160,NYC,2019,male,recreational,17269.291720779223,52,43,47.36,0,28.76,8,10,30.13,52,PM2.5,7,31,NA,52,32
6160,NYC,2019,male,slow,21061.585714285702,52,43,47.36,0,28.76,8,10,30.13,52,PM2.5,7,31,NA,52,32
